Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14006_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008
"42003520001","14000US42003520001","Census Tract 5200.01","Census Tract 5200.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006430",,,,,"42","003",,,,"520001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59524,1534,1373,1199,174,35,0,0,10,18,98
"42003520002","14000US42003520002","Census Tract 5200.02","Census Tract 5200.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006431",,,,,"42","003",,,,"520002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47345,1740,1471,1272,199,153,0,0,29,0,87
"42003521100","14000US42003521100","Census Tract 5211","Census Tract 5211, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006432",,,,,"42","003",,,,"521100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79735,2512,2119,1739,380,172,0,0,53,14,154
"42003521200","14000US42003521200","Census Tract 5212","Census Tract 5212, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006433",,,,,"42","003",,,,"521200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55750,2038,1885,1740,145,87,0,0,0,13,53
"42003521301","14000US42003521301","Census Tract 5213.01","Census Tract 5213.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006434",,,,,"42","003",,,,"521301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42250,1891,1403,1207,196,155,0,0,89,21,223
"42003521302","14000US42003521302","Census Tract 5213.02","Census Tract 5213.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006435",,,,,"42","003",,,,"521302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58142,2448,2030,1839,191,166,0,0,49,79,124
"42003521401","14000US42003521401","Census Tract 5214.01","Census Tract 5214.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006436",,,,,"42","003",,,,"521401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62134,1516,1350,1171,179,34,0,0,0,9,123
"42003521402","14000US42003521402","Census Tract 5214.02","Census Tract 5214.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006437",,,,,"42","003",,,,"521402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102174,1902,1717,1592,125,84,0,0,0,0,101
"42003521500","14000US42003521500","Census Tract 5215","Census Tract 5215, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006438",,,,,"42","003",,,,"521500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61510,1995,1704,1579,125,112,0,0,26,12,141
"42003522000","14000US42003522000","Census Tract 5220","Census Tract 5220, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006439",,,,,"42","003",,,,"522000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33769,1418,1149,963,186,185,0,0,15,0,69
"42003523100","14000US42003523100","Census Tract 5231","Census Tract 5231, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006440",,,,,"42","003",,,,"523100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49375,1727,1272,1182,90,394,0,13,8,0,40
"42003523200","14000US42003523200","Census Tract 5232","Census Tract 5232, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006441",,,,,"42","003",,,,"523200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50759,2080,1711,1327,384,283,0,0,13,0,73
"42003523300","14000US42003523300","Census Tract 5233","Census Tract 5233, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006442",,,,,"42","003",,,,"523300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58349,2054,1648,1386,262,301,0,0,2,20,83
"42003523400","14000US42003523400","Census Tract 5234","Census Tract 5234, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006443",,,,,"42","003",,,,"523400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53558,2495,2165,1802,363,190,0,0,22,0,118
"42003523501","14000US42003523501","Census Tract 5235.01","Census Tract 5235.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006444",,,,,"42","003",,,,"523501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57277,2261,2016,1740,276,121,0,0,39,47,38
"42003523502","14000US42003523502","Census Tract 5235.02","Census Tract 5235.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006445",,,,,"42","003",,,,"523502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41902,743,625,491,134,51,6,0,8,6,47
"42003523600","14000US42003523600","Census Tract 5236","Census Tract 5236, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006446",,,,,"42","003",,,,"523600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64224,2232,1853,1713,140,190,0,0,32,53,104
"42003523701","14000US42003523701","Census Tract 5237.01","Census Tract 5237.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006447",,,,,"42","003",,,,"523701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51019,2102,1871,1761,110,45,0,0,54,25,107
"42003523702","14000US42003523702","Census Tract 5237.02","Census Tract 5237.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006448",,,,,"42","003",,,,"523702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53224,2864,2338,2116,222,146,0,0,137,0,243
"42003523800","14000US42003523800","Census Tract 5238","Census Tract 5238, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006449",,,,,"42","003",,,,"523800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53711,2200,1950,1838,112,140,0,0,19,0,91
"42003524000","14000US42003524000","Census Tract 5240","Census Tract 5240, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006450",,,,,"42","003",,,,"524000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41947,1355,1128,953,175,99,5,5,51,7,60
"42003525100","14000US42003525100","Census Tract 5251","Census Tract 5251, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006451",,,,,"42","003",,,,"525100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85987,1076,928,866,62,32,0,0,17,0,99
"42003525200","14000US42003525200","Census Tract 5252","Census Tract 5252, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006452",,,,,"42","003",,,,"525200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54962,1169,1015,869,146,27,0,0,51,0,76
"42003525300","14000US42003525300","Census Tract 5253","Census Tract 5253, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006453",,,,,"42","003",,,,"525300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66125,1042,980,884,96,4,0,0,27,0,31
"42003526101","14000US42003526101","Census Tract 5261.01","Census Tract 5261.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006454",,,,,"42","003",,,,"526101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92576,3933,3673,3386,287,20,0,0,9,15,216
"42003526102","14000US42003526102","Census Tract 5261.02","Census Tract 5261.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006455",,,,,"42","003",,,,"526102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64250,1011,982,895,87,0,0,0,0,0,29
"42003526201","14000US42003526201","Census Tract 5262.01","Census Tract 5262.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006456",,,,,"42","003",,,,"526201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77171,1959,1787,1643,144,33,0,0,41,0,98
"42003526202","14000US42003526202","Census Tract 5262.02","Census Tract 5262.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006457",,,,,"42","003",,,,"526202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64898,2177,1872,1787,85,39,0,0,19,15,232
"42003526301","14000US42003526301","Census Tract 5263.01","Census Tract 5263.01, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006458",,,,,"42","003",,,,"526301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71154,2204,2041,1916,125,72,0,12,0,10,69
"42003526302","14000US42003526302","Census Tract 5263.02","Census Tract 5263.02, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006459",,,,,"42","003",,,,"526302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70679,2954,2698,2506,192,105,0,19,0,18,114
"42003550900","14000US42003550900","Census Tract 5509","Census Tract 5509, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006460",,,,,"42","003",,,,"550900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32534,548,343,314,29,84,0,12,99,0,10
"42003551200","14000US42003551200","Census Tract 5512","Census Tract 5512, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006461",,,,,"42","003",,,,"551200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23135,1276,953,859,94,132,0,6,165,0,20
"42003551300","14000US42003551300","Census Tract 5513","Census Tract 5513, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006462",,,,,"42","003",,,,"551300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53393,1322,1194,1127,67,12,0,0,60,44,12
"42003551900","14000US42003551900","Census Tract 5519","Census Tract 5519, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006463",,,,,"42","003",,,,"551900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13919,443,270,213,57,113,0,15,31,0,14
"42003552000","14000US42003552000","Census Tract 5520","Census Tract 5520, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006464",,,,,"42","003",,,,"552000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34326,1113,897,744,153,160,0,0,37,19,0
"42003552100","14000US42003552100","Census Tract 5521","Census Tract 5521, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006465",,,,,"42","003",,,,"552100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19688,266,178,119,59,55,0,0,8,19,6
"42003552200","14000US42003552200","Census Tract 5522","Census Tract 5522, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006466",,,,,"42","003",,,,"552200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23829,377,293,287,6,29,9,0,46,0,0
"42003552300","14000US42003552300","Census Tract 5523","Census Tract 5523, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006467",,,,,"42","003",,,,"552300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27128,706,562,446,116,104,0,0,13,21,6
"42003552400","14000US42003552400","Census Tract 5524","Census Tract 5524, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006468",,,,,"42","003",,,,"552400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38063,1243,1162,1043,119,50,0,0,12,7,12
"42003560400","14000US42003560400","Census Tract 5604","Census Tract 5604, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006469",,,,,"42","003",,,,"560400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31116,968,442,396,46,334,0,28,62,15,87
"42003560500","14000US42003560500","Census Tract 5605","Census Tract 5605, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006470",,,,,"42","003",,,,"560500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63583,1692,1107,1046,61,359,0,33,48,9,136
"42003560600","14000US42003560600","Census Tract 5606","Census Tract 5606, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006471",,,,,"42","003",,,,"560600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18050,396,177,157,20,121,0,12,28,6,52
"42003561000","14000US42003561000","Census Tract 5610","Census Tract 5610, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006472",,,,,"42","003",,,,"561000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32125,538,214,190,24,265,0,0,32,0,27
"42003561100","14000US42003561100","Census Tract 5611","Census Tract 5611, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006473",,,,,"42","003",,,,"561100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21680,288,96,71,25,133,0,19,21,0,19
"42003561200","14000US42003561200","Census Tract 5612","Census Tract 5612, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006474",,,,,"42","003",,,,"561200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31750,472,232,202,30,142,0,0,92,0,6
"42003561400","14000US42003561400","Census Tract 5614","Census Tract 5614, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006475",,,,,"42","003",,,,"561400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34904,2181,1628,1108,520,343,0,0,50,0,160
"42003561500","14000US42003561500","Census Tract 5615","Census Tract 5615, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006476",,,,,"42","003",,,,"561500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37649,1475,937,814,123,283,8,0,74,0,173
"42003561600","14000US42003561600","Census Tract 5616","Census Tract 5616, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006477",,,,,"42","003",,,,"561600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,1125,807,650,157,192,5,8,36,44,33
"42003561700","14000US42003561700","Census Tract 5617","Census Tract 5617, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006478",,,,,"42","003",,,,"561700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45625,413,344,269,75,51,0,0,0,8,10
"42003561900","14000US42003561900","Census Tract 5619","Census Tract 5619, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006479",,,,,"42","003",,,,"561900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,734,452,386,66,223,0,21,28,10,0
"42003562000","14000US42003562000","Census Tract 5620","Census Tract 5620, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006480",,,,,"42","003",,,,"562000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21118,1357,346,329,17,185,0,31,735,0,60
"42003562300","14000US42003562300","Census Tract 5623","Census Tract 5623, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006481",,,,,"42","003",,,,"562300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19130,943,713,519,194,49,0,9,118,0,54
"42003562400","14000US42003562400","Census Tract 5624","Census Tract 5624, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006482",,,,,"42","003",,,,"562400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33558,1161,879,797,82,249,0,0,13,0,20
"42003562500","14000US42003562500","Census Tract 5625","Census Tract 5625, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006483",,,,,"42","003",,,,"562500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25120,971,915,543,372,47,0,0,8,0,1
"42003562600","14000US42003562600","Census Tract 5626","Census Tract 5626, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006484",,,,,"42","003",,,,"562600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39531,1223,1087,999,88,35,0,0,28,7,66
"42003562700","14000US42003562700","Census Tract 5627","Census Tract 5627, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006485",,,,,"42","003",,,,"562700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42738,1174,564,530,34,163,0,24,372,0,51
"42003562800","14000US42003562800","Census Tract 5628","Census Tract 5628, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006486",,,,,"42","003",,,,"562800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43438,821,719,614,105,55,0,0,23,0,24
"42003562900","14000US42003562900","Census Tract 5629","Census Tract 5629, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006487",,,,,"42","003",,,,"562900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38301,766,580,460,120,145,0,0,13,23,5
"42003563000","14000US42003563000","Census Tract 5630","Census Tract 5630, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006488",,,,,"42","003",,,,"563000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64750,1729,1416,1240,176,263,0,11,22,0,17
"42003563100","14000US42003563100","Census Tract 5631","Census Tract 5631, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006489",,,,,"42","003",,,,"563100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56149,2062,1705,1571,134,276,0,0,17,0,64
"42003563200","14000US42003563200","Census Tract 5632","Census Tract 5632, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006490",,,,,"42","003",,,,"563200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29750,1198,518,465,53,131,0,33,357,8,151
"42003563300","14000US42003563300","Census Tract 5633","Census Tract 5633, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006491",,,,,"42","003",,,,"563300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164688,727,642,609,33,11,0,0,7,8,59
"42003563800","14000US42003563800","Census Tract 5638","Census Tract 5638, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006492",,,,,"42","003",,,,"563800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77823,1574,1381,1255,126,26,0,0,49,21,97
"42003563900","14000US42003563900","Census Tract 5639","Census Tract 5639, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006493",,,,,"42","003",,,,"563900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56369,2222,1890,1743,147,153,9,0,31,13,126
"42003564000","14000US42003564000","Census Tract 5640","Census Tract 5640, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006494",,,,,"42","003",,,,"564000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73661,3542,3371,3191,180,0,9,0,7,30,125
"42003564100","14000US42003564100","Census Tract 5641","Census Tract 5641, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006495",,,,,"42","003",,,,"564100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145179,468,400,376,24,10,0,0,14,2,42
"42003564200","14000US42003564200","Census Tract 5642","Census Tract 5642, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006496",,,,,"42","003",,,,"564200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61075,1126,1038,951,87,22,9,0,1,9,47
"42003564400","14000US42003564400","Census Tract 5644","Census Tract 5644, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006497",,,,,"42","003",,,,"564400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48125,2838,2640,2351,289,35,0,5,33,7,118
"42003564500","14000US42003564500","Census Tract 5645","Census Tract 5645, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006498",,,,,"42","003",,,,"564500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67400,1407,1256,1105,151,95,10,0,9,5,32
"42003980000","14000US42003980000","Census Tract 9800","Census Tract 9800, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006499",,,,,"42","003",,,,"980000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003980100","14000US42003980100","Census Tract 9801","Census Tract 9801, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006500",,,,,"42","003",,,,"980100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,0,13,0,0,0,0,0,0
"42003980300","14000US42003980300","Census Tract 9803","Census Tract 9803, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006501",,,,,"42","003",,,,"980300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003980400","14000US42003980400","Census Tract 9804","Census Tract 9804, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006502",,,,,"42","003",,,,"980400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003980500","14000US42003980500","Census Tract 9805","Census Tract 9805, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006503",,,,,"42","003",,,,"980500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003980600","14000US42003980600","Census Tract 9806","Census Tract 9806, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006504",,,,,"42","003",,,,"980600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003980700","14000US42003980700","Census Tract 9807","Census Tract 9807, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006505",,,,,"42","003",,,,"980700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,4,0,0,0,0,0
"42003980800","14000US42003980800","Census Tract 9808","Census Tract 9808, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006506",,,,,"42","003",,,,"980800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003980900","14000US42003980900","Census Tract 9809","Census Tract 9809, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006507",,,,,"42","003",,,,"980900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003981000","14000US42003981000","Census Tract 9810","Census Tract 9810, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006508",,,,,"42","003",,,,"981000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003981100","14000US42003981100","Census Tract 9811","Census Tract 9811, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006509",,,,,"42","003",,,,"981100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003981200","14000US42003981200","Census Tract 9812","Census Tract 9812, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006510",,,,,"42","003",,,,"981200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
"42003981800","14000US42003981800","Census Tract 9818","Census Tract 9818, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006511",,,,,"42","003",,,,"981800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,28,19,9,4,0,0,22,0,11
"42003982200","14000US42003982200","Census Tract 9822","Census Tract 9822, Allegheny County, Pennsylvania","pa","140","00","ACSSF","0006512",,,,,"42","003",,,,"982200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169063,996,122,72,50,209,0,8,599,10,48
